Unnamed: 0,Chords,Notes_from_Degrees
925,Fsmin7,"['""C#4""', '""E4""', '""F#4""', '""A4""']"
926,Fsminmaj7,"['""C#4""', '""F4""', '""F#4""', '""A4""']"
927,Fsmin9,"['""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
928,Fsminmaj9,"['""C#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
929,Fsminmajs9,"['""C#4""', '""F4""', '""F#4""', '""A4""']"
930,Fsminb9,"['""C#4""', '""E4""', '""F#4""', '""G4""', '""A4""']"
931,Fsminb79,"['""C#4""', '""D#4""', '""F#4""', '""G#4""', '""A4""']"
932,Fsminb7b9,"['""C#4""', '""D#4""', '""F#4""', '""G4""', '""A4""']"
933,Fsmin7b9,"['""C#4""', '""E4""', '""F#4""', '""G4""', '""A4""']"
934,Fsmin7sus2,"['""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
935,Fsminmaj7sus2,"['""C#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
936,Fsmin7sus4,"['""C#4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
937,Fsminmaj7sus4,"['""C#4""', '""F4""', '""F#4""', '""A4""', '""B4""']"
938,Fsminadd9,"['""C#4""', '""F#4""', '""G#4""', '""A4""']"
939,Fsminadd11,"['""C#4""', '""F#4""', '""A4""', '""B4""']"
940,Fsminadd13,"['""C#4""', '""D#4""', '""F#4""', '""A4""']"
941,Fsmin11s,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
942,Fsmin11b9,"['""C#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
943,Fsminmajs911s,"['""C4""', '""C#4""', '""F4""', '""F#4""', '""A4""']"
944,Fsminb711b9,"['""C#4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
945,Fsminmaj11,"['""C#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
946,Fsminmaj911s,"['""C4""', '""C#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
947,Fsmin11,"['""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
948,Fsminb11b9,"['""C#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
949,Fsmin13b11b9b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
950,Fsmin13b9,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
951,Fsmin1311s,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
952,Fsmin13b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
953,Fsminmaj13b,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
954,Fsmin13bb9,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
955,Fsminmaj13s911s,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""F#4""', '""A4""']"
956,Fsminb713b9,"['""C#4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
957,Fsminmaj13,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
958,Fsminmaj1311s,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
959,Fsmin13,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
960,Fsmin11b913b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
961,Fsmin1113b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
962,Fsdim7,"['""C4""', '""E4""', '""F#4""', '""A4""']"
963,Fsdimmaj7,"['""C4""', '""F4""', '""F#4""', '""A4""']"
964,Fsdim9,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
965,Fsdimmaj9,"['""C4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
966,Fsdimmajs9,"['""C4""', '""F4""', '""F#4""', '""A4""']"
967,Fsdimb9,"['""C4""', '""E4""', '""F#4""', '""G4""', '""A4""']"
968,Fsdimb79,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A4""']"
969,Fsdimb7b9,"['""C4""', '""D#4""', '""F#4""', '""G4""', '""A4""']"
970,Fsdim7b9,"['""C4""', '""E4""', '""F#4""', '""G4""', '""A4""']"
971,Fsdim7sus2,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
972,Fsdimmaj7sus2,"['""C4""', '""C#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
973,Fsdim7sus4,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
974,Fsdimmaj7sus4,"['""C4""', '""C#4""', '""F4""', '""F#4""', '""A4""', '""B4""']"
975,Fsdimadd9,"['""C4""', '""F#4""', '""G#4""', '""A4""']"
976,Fsdimadd11,"['""C4""', '""F#4""', '""A4""', '""B4""']"
977,Fsdimadd13,"['""C4""', '""D#4""', '""F#4""', '""A4""']"
978,Fsdim11s,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
979,Fsdim11b9,"['""C4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
980,Fsdimmajs911s,"['""C4""', '""F4""', '""F#4""', '""A4""']"
981,Fsdimb711b9,"['""C4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
982,Fsdimmaj11,"['""C4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
983,Fsdimmaj911s,"['""C4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
984,Fsdim11,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
985,Fsdimb11b9,"['""C4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
986,Fsdim13b11b9b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
987,Fsdim13b9,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
988,Fsdim1311s,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
989,Fsdim13b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
990,Fsdimmaj13b,"['""C4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
991,Fsdim13bb9,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
992,Fsdimmaj13s911s,"['""C4""', '""D#4""', '""F4""', '""F#4""', '""A4""']"
993,Fsdimb713b9,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
994,Fsdimmaj13,"['""C4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
995,Fsdimmaj1311s,"['""C4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
996,Fsdim13,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
997,Fsdim11b913b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
998,Fsdim1113b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
999,Fsaug7,"['""D4""', '""E4""', '""F#4""', '""A#4""']"
1000,Fsaugmaj7,"['""D4""', '""F4""', '""F#4""', '""A#4""']"
1001,Fsaug9,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
1002,Fsaugmaj9,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1003,Fsaugmajs9,"['""D4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
1004,Fsaugb9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
1005,Fsaugb79,"['""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
1006,Fsaugb7b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""']"
1007,Fsaug7b9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
1008,Fsaug7sus2,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
1009,Fsaugmaj7sus2,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1010,Fsaug7sus4,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""A#4""', '""B4""']"
1011,Fsaugmaj7sus4,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
1012,Fsaugadd9,"['""D4""', '""F#4""', '""G#4""', '""A#4""']"
1013,Fsaugadd11,"['""D4""', '""F#4""', '""A#4""', '""B4""']"
1014,Fsaugadd13,"['""D4""', '""D#4""', '""F#4""', '""A#4""']"
1015,Fsaug11s,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
1016,Fsaug11b9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1017,Fsaugmajs911s,"['""C4""', '""D4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
1018,Fsaugb711b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1019,Fsaugmaj11,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1020,Fsaugmaj911s,"['""C4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1021,Fsaug11,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1022,Fsaugb11b9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
1023,Fsaug13b11b9b,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
1024,Fsaug13b9,"['""D4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1025,Fsaug1311s,"['""C4""', '""D4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
1026,Fsaug13b,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1027,Fsaugmaj13b,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1028,Fsaug13bb9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1029,Fsaugmaj13s911s,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
1030,Fsaugb713b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1031,Fsaugmaj13,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1032,Fsaugmaj1311s,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
1033,Fsaug13,"['""D4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1034,Fsaug11b913b,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1035,Fsaug1113b,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
1036,G7,"['""D4""', '""F4""', '""G4""', '""B4""']"
1037,Gmaj7,"['""D4""', '""F#4""', '""G4""', '""B4""']"
1038,G9,"['""D4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1039,Gmaj9,"['""D4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1040,Gmajs9,"['""D4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1041,Gb9,"['""D4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1042,Gb79,"['""D4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1043,Gb7b9,"['""D4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1044,G7b9,"['""D4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1045,G7sus2,"['""D4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1046,Gmaj7sus2,"['""D4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1047,G7sus4,"['""C4""', '""D4""', '""F4""', '""G4""', '""B4""']"
1048,Gmaj7sus4,"['""C4""', '""D4""', '""F#4""', '""G4""', '""B4""']"
1049,Gadd9,"['""D4""', '""G4""', '""A4""', '""B4""']"
1050,Gadd11,"['""C4""', '""D4""', '""G4""', '""B4""']"
1051,Gadd13,"['""D4""', '""E4""', '""G4""', '""B4""']"
1052,G11s,"['""C#4""', '""D4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1053,G11b9,"['""C4""', '""D4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1054,Gmajs911s,"['""C#4""', '""D4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1055,Gb711b9,"['""C4""', '""D4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1056,Gmaj11,"['""C4""', '""D4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1057,Gmaj911s,"['""C#4""', '""D4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1058,G11,"['""C4""', '""D4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1059,Gb11b9,"['""D4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1060,G13b11b9b,"['""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1061,G13b9,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1062,G1311s,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1063,G13b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1064,Gmaj13b,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1065,G13bb9,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1066,Gmaj13s911s,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1067,Gb713b9,"['""C4""', '""D4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1068,Gmaj13,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1069,Gmaj1311s,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1070,G13,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1071,G11b913b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1072,G1113b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1073,Gmin7,"['""D4""', '""F4""', '""G4""', '""A#4""']"
1074,Gminmaj7,"['""D4""', '""F#4""', '""G4""', '""A#4""']"
1075,Gmin9,"['""D4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1076,Gminmaj9,"['""D4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1077,Gminmajs9,"['""D4""', '""F#4""', '""G4""', '""A#4""']"
1078,Gminb9,"['""D4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1079,Gminb79,"['""D4""', '""E4""', '""G4""', '""A4""', '""A#4""']"
1080,Gminb7b9,"['""D4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
1081,Gmin7b9,"['""D4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1082,Gmin7sus2,"['""D4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1083,Gminmaj7sus2,"['""D4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1084,Gmin7sus4,"['""C4""', '""D4""', '""F4""', '""G4""', '""A#4""']"
1085,Gminmaj7sus4,"['""C4""', '""D4""', '""F#4""', '""G4""', '""A#4""']"
1086,Gminadd9,"['""D4""', '""G4""', '""A4""', '""A#4""']"
1087,Gminadd11,"['""C4""', '""D4""', '""G4""', '""A#4""']"
1088,Gminadd13,"['""D4""', '""E4""', '""G4""', '""A#4""']"
1089,Gmin11s,"['""C#4""', '""D4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1090,Gmin11b9,"['""C4""', '""D4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1091,Gminmajs911s,"['""C#4""', '""D4""', '""F#4""', '""G4""', '""A#4""']"
1092,Gminb711b9,"['""C4""', '""D4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
1093,Gminmaj11,"['""C4""', '""D4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1094,Gminmaj911s,"['""C#4""', '""D4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1095,Gmin11,"['""C4""', '""D4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1096,Gminb11b9,"['""D4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1097,Gmin13b11b9b,"['""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1098,Gmin13b9,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1099,Gmin1311s,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1100,Gmin13b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1101,Gminmaj13b,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1102,Gmin13bb9,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1103,Gminmaj13s911s,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
1104,Gminb713b9,"['""C4""', '""D4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
1105,Gminmaj13,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1106,Gminmaj1311s,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1107,Gmin13,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1108,Gmin11b913b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1109,Gmin1113b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1110,Gdim7,"['""C#4""', '""F4""', '""G4""', '""A#4""']"
1111,Gdimmaj7,"['""C#4""', '""F#4""', '""G4""', '""A#4""']"
1112,Gdim9,"['""C#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1113,Gdimmaj9,"['""C#4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1114,Gdimmajs9,"['""C#4""', '""F#4""', '""G4""', '""A#4""']"
1115,Gdimb9,"['""C#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1116,Gdimb79,"['""C#4""', '""E4""', '""G4""', '""A4""', '""A#4""']"
1117,Gdimb7b9,"['""C#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
1118,Gdim7b9,"['""C#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1119,Gdim7sus2,"['""C#4""', '""D4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1120,Gdimmaj7sus2,"['""C#4""', '""D4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1121,Gdim7sus4,"['""C4""', '""C#4""', '""D4""', '""F4""', '""G4""', '""A#4""']"
1122,Gdimmaj7sus4,"['""C4""', '""C#4""', '""D4""', '""F#4""', '""G4""', '""A#4""']"
1123,Gdimadd9,"['""C#4""', '""G4""', '""A4""', '""A#4""']"
1124,Gdimadd11,"['""C4""', '""C#4""', '""G4""', '""A#4""']"
1125,Gdimadd13,"['""C#4""', '""E4""', '""G4""', '""A#4""']"
1126,Gdim11s,"['""C#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1127,Gdim11b9,"['""C4""', '""C#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1128,Gdimmajs911s,"['""C#4""', '""F#4""', '""G4""', '""A#4""']"
1129,Gdimb711b9,"['""C4""', '""C#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
1130,Gdimmaj11,"['""C4""', '""C#4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1131,Gdimmaj911s,"['""C#4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1132,Gdim11,"['""C4""', '""C#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1133,Gdimb11b9,"['""C#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1134,Gdim13b11b9b,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
1135,Gdim13b9,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1136,Gdim1311s,"['""C#4""', '""E4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1137,Gdim13b,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1138,Gdimmaj13b,"['""C4""', '""C#4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1139,Gdim13bb9,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1140,Gdimmaj13s911s,"['""C#4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
1141,Gdimb713b9,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
1142,Gdimmaj13,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1143,Gdimmaj1311s,"['""C#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
1144,Gdim13,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1145,Gdim11b913b,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
1146,Gdim1113b,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
1147,Gaug7,"['""D#4""', '""F4""', '""G4""', '""B4""']"
1148,Gaugmaj7,"['""D#4""', '""F#4""', '""G4""', '""B4""']"
1149,Gaug9,"['""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1150,Gaugmaj9,"['""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1151,Gaugmajs9,"['""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1152,Gaugb9,"['""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1153,Gaugb79,"['""D#4""', '""E4""', '""G4""', '""A4""', '""B4""']"
1154,Gaugb7b9,"['""D#4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1155,Gaug7b9,"['""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1156,Gaug7sus2,"['""D4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1157,Gaugmaj7sus2,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1158,Gaug7sus4,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""B4""']"
1159,Gaugmaj7sus4,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""B4""']"
1160,Gaugadd9,"['""D#4""', '""G4""', '""A4""', '""B4""']"
1161,Gaugadd11,"['""C4""', '""D#4""', '""G4""', '""B4""']"
1162,Gaugadd13,"['""D#4""', '""E4""', '""G4""', '""B4""']"
1163,Gaug11s,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1164,Gaug11b9,"['""C4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1165,Gaugmajs911s,"['""C#4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1166,Gaugb711b9,"['""C4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1167,Gaugmaj11,"['""C4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1168,Gaugmaj911s,"['""C#4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1169,Gaug11,"['""C4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1170,Gaugb11b9,"['""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1171,Gaug13b11b9b,"['""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1172,Gaug13b9,"['""C4""', '""D#4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1173,Gaug1311s,"['""C#4""', '""D#4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1174,Gaug13b,"['""C4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1175,Gaugmaj13b,"['""C4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1176,Gaug13bb9,"['""C4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1177,Gaugmaj13s911s,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
1178,Gaugb713b9,"['""C4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
1179,Gaugmaj13,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1180,Gaugmaj1311s,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
1181,Gaug13,"['""C4""', '""D#4""', '""E4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1182,Gaug11b913b,"['""C4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
1183,Gaug1113b,"['""C4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""B4""']"
1184,Gs7,"['""C4""', '""D#4""', '""F#4""', '""G#4""']"
1185,Gsmaj7,"['""C4""', '""D#4""', '""G4""', '""G#4""']"
1186,Gs9,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
1187,Gsmaj9,"['""C4""', '""D#4""', '""G4""', '""G#4""', '""A#4""']"
1188,Gsmajs9,"['""C4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
1189,Gsb9,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A4""']"
1190,Gsb79,"['""C4""', '""D#4""', '""F4""', '""G#4""', '""A#4""']"
1191,Gsb7b9,"['""C4""', '""D#4""', '""F4""', '""G#4""', '""A4""']"
1192,Gs7b9,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A4""']"
1193,Gs7sus2,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
1194,Gsmaj7sus2,"['""C4""', '""D#4""', '""G4""', '""G#4""', '""A#4""']"
1195,Gs7sus4,"['""C4""', '""C#4""', '""D#4""', '""F#4""', '""G#4""']"
1196,Gsmaj7sus4,"['""C4""', '""C#4""', '""D#4""', '""G4""', '""G#4""']"
1197,Gsadd9,"['""C4""', '""D#4""', '""G#4""', '""A#4""']"
1198,Gsadd11,"['""C4""', '""C#4""', '""D#4""', '""G#4""']"
1199,Gsadd13,"['""C4""', '""D#4""', '""F4""', '""G#4""']"
1200,Gs11s,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
1201,Gs11b9,"['""C4""', '""C#4""', '""D#4""', '""F#4""', '""G#4""', '""A4""']"
1202,Gsmajs911s,"['""C4""', '""D4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
